Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
2.0;4.0;0.21875;1.0;34.0;117.0;0.2615384615384615;0.8478260869565217;1.0;3.4411764705882355;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;0;1
3.0;6.0;0.3658536585365853;1.0;58.0;144.0;0.3204419889502762;0.7619047619047619;1.0;2.4827586206896552;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;1;0
10.0;9.0;0.8490566037735849;1.0;148.0;180.0;0.4820846905537459;0.5714285714285714;1.0;1.2162162162162162;0.9285714285714286;1.5;0.0;0.0;0.8990825688073395;0.1009174311926605;0.0;0;1
15.0;14.0;0.8851063829787233;1.0;221.0;256.0;0.4846491228070175;0.5517241379310345;1.0;1.158371040723982;0.9285714285714286;1.5;0.0;0.0;0.9588744588744588;0.0411255411255411;0.0;1;0
16.0;14.0;0.9531914893617022;1.0;232.0;256.0;0.4967880085653104;0.5333333333333333;1.0;1.103448275862069;0.8888888888888888;2.333333333333333;1.0;0.0;0.9602510460251046;0.0397489539748954;0.0;1;0
28.0;18.0;1.0;0.725130890052356;395.0;298.0;0.5877976190476191;0.438235294117647;1.325503355704698;1.0;0.9285714285714286;1.5;0.0;0.0;0.932107496463932;0.0183875530410183;0.0495049504950495;1;0
29.0;22.0;1.0;0.9074550128534704;397.0;374.0;0.5293333333333333;0.4901703800786369;1.0614973262032086;1.0;0.8888888888888888;2.333333333333333;1.0;0.0;0.9500640204865556;0.0089628681177976;0.0409731113956466;1;1
29.0;23.0;1.0;0.9432989690721648;396.0;376.0;0.5196850393700787;0.4921465968586387;1.053191489361702;1.0;0.8888888888888888;1.1111111111111112;1.0;1.0;0.9544303797468354;0.0063291139240506;0.0392405063291139;1;0
35.0;23.0;1.0;0.7489711934156379;499.0;374.0;0.578215527230591;0.4348837209302325;1.3342245989304813;1.0;1.181818181818182;0.9090909090909092;0.0;1.0;0.9361233480176212;0.0033039647577092;0.0605726872246696;0;1
46.0;31.0;1.0;0.689807976366322;690.0;488.0;0.5963699222126189;0.4188841201716738;1.4139344262295082;1.0;0.9285714285714286;1.5;0.0;0.0;0.9454545454545454;0.0;0.0545454545454545;0;1
47.0;32.0;1.0;0.7031700288184438;707.0;498.0;0.5916317991631799;0.4177852348993288;1.4196787148594376;1.0;1.181818181818182;0.9090909090909092;0.0;1.0;0.9486356340288924;0.0;0.0513643659711075;0;1
49.0;40.0;1.0;0.856338028169014;723.0;629.0;0.5432006010518408;0.4697535474234503;1.1494435612082672;1.0;0.9285714285714286;1.5;0.0;0.0;0.9606413994169096;0.0;0.0393586005830903;0;1
49.0;41.0;1.0;0.9098591549295776;723.0;656.0;0.5281227173119065;0.4802342606149341;1.1021341463414631;1.0;1.181818181818182;0.9090909090909092;0.0;1.0;0.9617021276595744;0.0;0.0382978723404255;0;1
49.0;42.0;1.0;0.923943661971831;723.0;666.0;0.5242929659173314;0.4840116279069767;1.0855855855855856;1.0;1.181818181818182;0.9090909090909092;0.0;1.0;0.9619718309859157;0.0;0.0380281690140845;0;1
50.0;43.0;1.0;0.9122085048010974;742.0;675.0;0.527363184079602;0.4807692307692308;1.0992592592592592;1.0;1.181818181818182;0.9090909090909092;0.0;1.0;0.9640387275242048;0.0;0.0359612724757952;0;1
