Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
1.0;0.0;0.0;1.0;0.0;0.0;31.0;20.0;20.0;1.0;0.6896551724137931;0.6896551724137931;1.55;1.0;1.0;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.9656786271450858;0.0070202808112324;0.0273010920436817;0;0;1
0.0;0.0;0.0;0.0;1.0;0.4;22.0;25.0;4.0;0.7586206896551724;0.925925925925926;0.4444444444444444;5.5;6.25;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9789473684210528;0.0056680161943319;0.0153846153846153;1;0;1
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;2.0;1.0;1.0;1.0;11.0;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.979253112033195;0.0;0.0207468879668049;0;1;1
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;2.0;1.0;1.0;1.0;11.0;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9854824935952178;0.0;0.0145175064047822;0;0;1
0.0;0.0;0.0;0.0;1.0;0.0;22.0;22.0;20.0;0.9166666666666666;1.0;0.9090909090909092;1.1;1.1;1.0;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.976258309591643;0.0018993352326685;0.0218423551756885;0;0;1
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;2.0;1.0;1.0;1.0;11.0;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9274952919020716;0.0;0.0725047080979284;0;0;1
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;2.0;1.0;1.0;1.0;11.0;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9337175792507204;0.0;0.0662824207492795;0;0;1
0.0;1.0;0.0;0.0;1.0;0.0;22.0;37.0;20.0;0.5641025641025641;1.0;0.5405405405405406;1.1;1.85;1.0;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.8972602739726028;0.0232876712328767;0.0794520547945205;0;0;1
0.0;0.0;1.0;0.0;0.6666666666666666;1.0;22.0;26.0;11.0;0.5945945945945946;0.7428571428571429;0.6470588235294118;2.0;2.363636363636364;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.925438596491228;0.0219298245614035;0.0526315789473684;0;1;1
0.0;1.0;0.0;0.0;1.0;0.0555555555555555;22.0;24.0;3.0;0.5365853658536586;0.96;0.1428571428571428;7.333333333333333;8.0;1.0;7.333333333333333;2.0;0.6666666666666666;0.0;1.0;1.0;0.902046783625731;0.0277777777777777;0.0701754385964912;1;1;0
0.0;2.0;0.0;0.0;1.0;0.0;22.0;22.0;2.0;0.5789473684210527;1.0;0.1111111111111111;11.0;11.0;1.0;7.333333333333333;2.0;0.6666666666666666;0.0;1.0;1.0;0.8877400295420975;0.0236336779911373;0.0886262924667651;0;1;1
0.0;2.0;0.0;0.0;1.0;0.0;22.0;20.0;2.0;0.6111111111111112;1.0;0.125;11.0;10.0;1.0;7.333333333333333;2.0;0.6666666666666666;0.0;1.0;1.0;0.9107692307692308;0.0215384615384615;0.0676923076923076;1;1;0
0.0;0.0;0.0;0.3333333333333333;0.0;1.0;24.0;6.0;26.0;0.8;0.4285714285714285;0.9285714285714286;4.0;1.0;4.333333333333333;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.9125;0.0142857142857142;0.0732142857142857;0;1;0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;6.0;20.0;1.0;1.0;1.0;3.6666666666666665;1.0;3.333333333333333;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.9038112522686026;0.0;0.0961887477313974;0;1;1
1.0;0.0;1.0;0.6923076923076923;0.0;1.0;31.0;6.0;33.0;0.7045454545454546;0.2142857142857142;0.7857142857142857;5.166666666666667;1.0;5.5;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.8986784140969163;0.0484581497797356;0.052863436123348;0;1;0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;6.0;20.0;1.0;1.0;1.0;3.6666666666666665;1.0;3.333333333333333;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.9078947368421052;0.0;0.0921052631578947;0;1;1
0.0;0.0;0.0;0.0;1.0;0.25;22.0;24.0;21.0;0.8148148148148148;0.96;0.84;1.0476190476190477;1.1428571428571428;1.0;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.9635036496350364;0.0364963503649635;0.0;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;20.0;20.0;1.0;1.0;1.0;1.0;5.0;5.0;0.8;4.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;1;0;0
