Qsize_R6;Qsize_R7;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Exp_Charge__R6;Exp_Charge__R7;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Eff_Gross_R6;Eff_Gross_R7;predFamilies_R6;predFamilies_R7;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
0.0;1.0;0.0;1.0;28.0;65.0;0.5283018867924528;1.0;1.0;2.321428571428572;0.9655172413793104;1.3793103448275863;0.0;0.0;0.948;0.027;0.025;1;0
1.0;1.0;0.8888888888888888;1.0;44.0;58.0;0.7096774193548387;0.7837837837837838;1.0;1.318181818181818;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9622222222222222;0.0125925925925925;0.0251851851851851;1;0
1.0;1.0;1.0;0.5416666666666666;32.0;53.0;0.7111111111111111;0.6883116883116883;1.0;1.65625;0.8888888888888888;4.444444444444445;1.0;0.0;0.9637735849056605;0.0083018867924528;0.0279245283018867;1;0
1.0;4.0;0.4285714285714285;1.0;43.0;75.0;0.5512820512820513;0.8333333333333334;1.0;1.744186046511628;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9491817398794145;0.0077519379844961;0.0430663221360895;1;0
2.0;4.0;1.0;0.9166666666666666;44.0;73.0;0.5714285714285714;0.6697247706422018;1.0;1.6590909090909092;0.8888888888888888;4.444444444444445;1.0;0.0;0.9360613810741688;0.0051150895140664;0.0588235294117647;1;0
2.0;3.0;0.5636363636363636;1.0;39.0;95.0;0.4148936170212766;0.753968253968254;1.0;2.435897435897436;0.8888888888888888;4.444444444444445;1.0;0.0;0.9050042408821036;0.0220525869380831;0.0729431721798134;1;0
3.0;2.0;0.6521739130434783;1.0;38.0;86.0;0.4523809523809524;0.7413793103448276;1.0;2.263157894736842;0.8888888888888888;4.444444444444445;1.0;0.0;0.9121739130434784;0.0217391304347826;0.0660869565217391;1;0
1.0;2.0;0.782608695652174;1.0;46.0;63.0;0.6666666666666666;0.7777777777777778;1.0;1.3695652173913044;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9532293986636972;0.0011135857461024;0.0456570155902004;1;0
2.0;2.0;1.0;0.5384615384615384;47.0;61.0;0.6911764705882353;0.61;1.0;1.297872340425532;0.8888888888888888;4.444444444444445;1.0;0.0;0.9342105263157896;0.0;0.0657894736842105;1;0
0.0;0.0;1.0;1.0;28.0;40.0;1.0;1.0;1.0;1.4285714285714286;0.9655172413793104;1.3793103448275863;0.0;0.0;1.0;0.0;0.0;1;0
0.0;1.0;0.0;1.0;8.0;62.0;0.2666666666666666;1.0;1.0;7.75;0.8888888888888888;4.444444444444445;1.0;0.0;0.9238900634249472;0.0295983086680761;0.0465116279069767;1;0
0.0;2.0;0.15;1.0;34.0;80.0;0.4594594594594595;0.9302325581395348;1.0;2.3529411764705883;0.9655172413793104;1.3793103448275863;0.0;0.0;0.8324607329842932;0.0471204188481675;0.1204188481675392;1;0
0.0;2.0;0.2727272727272727;1.0;14.0;62.0;0.3888888888888889;0.9117647058823528;1.0;4.428571428571429;0.8888888888888888;4.444444444444445;1.0;0.0;0.835016835016835;0.0707070707070707;0.0942760942760942;1;0
0.0;1.0;0.0;1.0;8.0;55.0;0.3478260869565217;1.0;1.0;6.875;0.8888888888888888;4.444444444444445;1.0;0.0;0.890295358649789;0.0464135021097046;0.0632911392405063;1;0
