Qsize_R6;Qsize_R7;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Exp_Charge__R6;Exp_Charge__R7;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Eff_Gross_R6;Eff_Gross_R7;predFamilies_R6;predFamilies_R7;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
1.0;1.0;0.5;1.0;44.0;72.0;0.5789473684210527;0.8181818181818182;1.0;1.6363636363636365;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9650395778364116;0.0032981530343007;0.0316622691292876;1;0
2.0;1.0;1.0;0.7878787878787878;41.0;66.0;0.6119402985074627;0.6666666666666666;1.0;1.6097560975609757;0.8888888888888888;4.444444444444445;1.0;0.0;0.9500984898227184;0.0111621799080761;0.0387393302692055;1;0
0.0;1.0;0.0;1.0;28.0;54.0;0.6666666666666666;1.0;1.0;1.9285714285714288;0.9655172413793104;1.3793103448275863;0.0;0.0;0.985202492211838;0.0038940809968847;0.0109034267912772;1;0
1.0;1.0;1.0;0.4615384615384615;34.0;52.0;0.7391304347826086;0.6666666666666666;1.0;1.5294117647058822;0.8888888888888888;4.444444444444445;1.0;0.0;0.9685099846390168;0.0023041474654377;0.0291858678955453;1;0
2.0;1.0;1.0;0.3125;40.0;50.0;0.8;0.6097560975609756;1.0;1.25;0.8888888888888888;4.444444444444445;1.0;0.0;0.9669230769230768;0.0007692307692307;0.0323076923076923;1;0
3.0;0.0;1.0;0.2105263157894736;46.0;48.0;0.8518518518518519;0.5581395348837209;1.0;1.0434782608695652;0.8888888888888888;4.444444444444445;1.0;0.0;0.955030487804878;0.0099085365853658;0.0350609756097561;1;0
0.0;4.0;0.0;1.0;28.0;104.0;0.3043478260869565;1.0;1.0;3.7142857142857135;0.9655172413793104;1.3793103448275863;0.0;0.0;0.925;0.0157407407407407;0.0592592592592592;1;0
0.0;4.0;0.0;1.0;8.0;99.0;0.1194029850746268;1.0;1.0;12.375;0.8888888888888888;4.444444444444445;1.0;0.0;0.8974113135186961;0.0460210930009587;0.0565675934803451;1;0
0.0;4.0;0.0;1.0;8.0;82.0;0.16;1.0;1.0;10.25;0.8888888888888888;4.444444444444445;1.0;0.0;0.9302788844621512;0.0278884462151394;0.0418326693227091;1;0
0.0;4.0;0.1052631578947368;1.0;12.0;78.0;0.24;0.951219512195122;1.0;6.5;0.8888888888888888;4.444444444444445;1.0;0.0;0.9401015228426396;0.0172588832487309;0.0426395939086294;1;0
0.0;2.0;0.1481481481481481;1.0;32.0;67.0;0.5423728813559322;0.943661971830986;1.0;2.09375;0.9655172413793104;1.3793103448275863;0.0;0.0;0.932471264367816;0.0229885057471264;0.0445402298850574;1;0
1.0;2.0;1.0;0.8076923076923077;34.0;61.0;0.6181818181818182;0.7011494252873564;1.0;1.7941176470588236;0.8888888888888888;4.444444444444445;1.0;0.0;0.8861313868613139;0.0452554744525547;0.0686131386861313;1;0
2.0;0.0;1.0;0.0;50.0;40.0;1.0;0.6451612903225806;1.25;1.0;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9552845528455284;0.0;0.0447154471544715;1;0
1.0;0.0;1.0;0.1153846153846153;34.0;43.0;0.918918918918919;0.6231884057971014;1.0;1.2647058823529411;0.8888888888888888;4.444444444444445;1.0;0.0;0.929637526652452;0.0085287846481876;0.0618336886993603;1;0
2.0;0.0;1.0;0.0;32.0;40.0;1.0;0.625;1.0;1.25;0.8888888888888888;4.444444444444445;1.0;0.0;0.8993288590604027;0.046979865771812;0.0536912751677852;1;0
0.0;1.0;0.2692307692307692;1.0;15.0;66.0;0.3658536585365853;0.9041095890410958;1.0;4.4;0.8888888888888888;4.444444444444445;1.0;0.0;0.9181141439205956;0.0;0.0818858560794044;1;0
0.0;1.0;0.0;1.0;8.0;52.0;0.4;1.0;1.0;6.5;0.8888888888888888;4.444444444444445;1.0;0.0;0.9394904458598726;0.0222929936305732;0.0382165605095541;1;0
0.0;1.0;0.0;1.0;8.0;52.0;0.4;1.0;1.0;6.5;0.8888888888888888;4.444444444444445;1.0;0.0;0.959731543624161;0.0;0.0402684563758389;1;0
0.0;0.0;0.0;1.0;8.0;43.0;0.7272727272727273;1.0;1.0;5.375;0.8888888888888888;4.444444444444445;1.0;0.0;0.9889705882352942;0.0;0.0110294117647058;1;0
0.0;1.0;0.0;1.0;28.0;54.0;0.6666666666666666;1.0;1.0;1.9285714285714288;0.9655172413793104;1.3793103448275863;0.0;0.0;0.5172413793103449;0.0;0.4827586206896552;1;0
