Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
0.0;0.0;1.0;0.0;0.1904761904761904;1.0;12.0;23.0;44.0;0.3243243243243243;0.5227272727272727;0.9166666666666666;1.0;1.9166666666666667;3.6666666666666665;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.9429602888086642;0.0180505415162454;0.0389891696750902;0.0
0.0;0.0;1.0;0.0;0.0;1.0;2.0;19.0;27.0;0.3333333333333333;0.8260869565217391;1.0;1.0;9.5;13.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.932510885341074;0.0029027576197387;0.0645863570391872;0.0
0.0;0.0;0.0;1.0;1.0;1.0;12.0;19.0;23.0;1.0;1.0;1.0;1.0;1.5833333333333333;1.9166666666666667;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.9597550306211724;0.0;0.0402449693788276;2.0
1.0;1.0;0.0;1.0;0.6190476190476191;0.0;33.0;32.0;3.0;0.717391304347826;0.6037735849056604;0.081081081081081;11.0;10.666666666666666;1.0;3.0;4.75;0.75;0.0;0.0;1.0;0.9320652173913044;0.0307971014492753;0.0371376811594202;2.0
2.0;0.0;0.0;1.0;0.2307692307692307;0.0;25.0;22.0;3.0;0.8928571428571429;0.6285714285714286;0.1578947368421052;8.333333333333334;7.333333333333333;1.0;3.0;4.75;0.75;0.0;0.0;1.0;0.9566446748350612;0.0150801131008482;0.0282752120640904;1.0
0.0;1.0;0.0;0.0;1.0;0.0;12.0;40.0;3.0;0.3636363636363636;1.0;0.125;4.0;13.333333333333334;1.0;3.0;4.75;0.75;0.0;0.0;1.0;0.9315992292870906;0.0202312138728323;0.048169556840077;2.0
0.0;1.0;0.0;0.0;1.0;0.0;12.0;38.0;3.0;0.3870967741935484;1.0;0.1363636363636363;4.0;12.666666666666666;1.0;3.0;4.75;0.75;0.0;0.0;1.0;0.9373795761078998;0.0183044315992292;0.0443159922928709;2.0
0.0;1.0;1.0;0.0;1.0;0.7894736842105263;12.0;38.0;18.0;0.2608695652173913;0.7169811320754716;0.4864864864864865;1.0;3.1666666666666665;1.5;3.0;4.75;0.75;0.0;0.0;1.0;0.9240265906932572;0.0322886989553656;0.043684710351377;2.0
0.0;0.0;0.0;1.0;1.0;1.0;12.0;19.0;3.0;1.0;1.0;1.0;4.0;6.333333333333333;1.0;3.0;4.75;0.75;0.0;0.0;1.0;0.9462254395036196;0.0;0.0537745604963805;2.0
0.0;0.0;0.0;1.0;1.0;1.0;12.0;19.0;23.0;1.0;1.0;1.0;1.0;1.5833333333333333;1.9166666666666667;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.9184339314845024;0.0;0.0815660685154975;2.0
0.0;0.0;0.0;0.0;1.0;0.0;12.0;23.0;3.0;0.75;1.0;0.4285714285714285;4.0;7.666666666666667;1.0;3.0;4.75;0.75;0.0;0.0;1.0;0.9494163424124512;0.0077821011673151;0.0428015564202334;0.0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9251101321585904;0.0;0.0748898678414096;0.0
1.0;0.0;0.0;1.0;0.0;0.0;19.0;19.0;23.0;1.0;0.5277777777777778;0.575;1.0;1.0;1.2105263157894737;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.89171974522293;0.0360934182590233;0.0721868365180467;0.0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9230769230769232;0.0;0.0769230769230769;0.0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9365482233502538;0.0;0.0634517766497461;0.0
0.0;0.0;0.0;1.0;0.0;0.0;3.0;19.0;23.0;1.0;0.95;0.9583333333333334;1.0;6.333333333333333;7.666666666666667;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9395465994962215;0.0025188916876574;0.0579345088161209;0.0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9546666666666668;0.0;0.0453333333333333;0.0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.930379746835443;0.0;0.0696202531645569;0.0
0.0;1.0;0.0;0.0;1.0;0.0;2.0;37.0;23.0;0.1;1.0;0.5609756097560976;1.0;18.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.8547008547008547;0.0769230769230769;0.0683760683760683;0.0
0.0;0.0;0.0;1.0;1.0;1.0;12.0;19.0;23.0;1.0;1.0;1.0;1.0;1.5833333333333333;1.9166666666666667;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.0;0.0;1.0;0.0
