Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
0.0;1.0;1.0;0.0;1.0;0.9090909090909092;12.0;30.0;33.0;0.3636363636363636;0.75;0.75;1.0;2.5;2.75;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.945071482317532;0.0158013544018058;0.0391271632806621;2.0
0.0;0.0;1.0;0.0;0.217391304347826;1.0;12.0;24.0;26.0;0.3;0.5106382978723404;0.8387096774193549;1.0;2.0;2.1666666666666665;3.0;4.75;0.75;0.0;0.0;1.0;0.9484457922668688;0.0212282031842304;0.0303260045489006;2.0
0.0;0.0;2.0;0.0;0.0454545454545454;1.0;12.0;20.0;25.0;0.3428571428571428;0.4761904761904761;0.9615384615384616;1.0;1.6666666666666667;2.083333333333333;3.0;4.75;0.75;0.0;0.0;1.0;0.9576271186440678;0.0177195685670261;0.024653312788906;0.0
0.0;0.0;2.0;0.125;0.0;1.0;4.0;19.0;19.0;0.2;0.5135135135135135;0.9047619047619048;1.0;4.75;4.75;0.6666666666666666;6.333333333333333;1.0;1.0;0.0;1.0;0.945862335653519;0.0139211136890951;0.0402165506573859;1.0
1.0;1.0;1.0;1.0;0.4736842105263157;0.3157894736842105;31.0;16.0;9.0;0.6739130434782609;0.3902439024390244;0.2432432432432432;3.4444444444444446;1.7777777777777777;1.0;3.0;1.75;0.75;0.0;1.0;1.0;0.9305555555555556;0.0262345679012345;0.0432098765432098;2.0
1.0;1.0;1.0;1.0;1.0;0.8;22.0;29.0;31.0;0.55;0.6170212765957447;0.6078431372549019;1.0;1.318181818181818;1.4090909090909092;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.9631782945736436;0.0271317829457364;0.0096899224806201;2.0
0.0;1.0;0.0;0.1304347826086956;1.0;0.0;15.0;42.0;3.0;0.3947368421052631;0.9333333333333332;0.1034482758620689;5.0;14.0;1.0;3.0;4.75;0.75;0.0;0.0;1.0;0.9289940828402368;0.0256410256410256;0.0453648915187376;1.0
0.0;2.0;0.0;0.0;1.0;0.0;12.0;48.0;3.0;0.2264150943396226;1.0;0.0681818181818181;4.0;16.0;1.0;3.0;1.75;0.75;0.0;1.0;1.0;0.9016553067185978;0.0399221032132424;0.0584225900681596;2.0
1.0;0.0;1.0;1.0;0.0;0.8;22.0;7.0;31.0;0.7333333333333333;0.28;0.7560975609756098;3.142857142857143;1.0;4.428571428571429;1.5;0.875;2.875;0.0;1.0;0.0;0.9476744186046512;0.0209302325581395;0.0313953488372093;1.0
0.0;0.0;0.0;0.5;1.0;0.0;15.0;25.0;23.0;0.7142857142857143;0.8928571428571429;0.71875;1.0;1.6666666666666667;1.5333333333333334;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.9495073891625616;0.0110837438423645;0.0394088669950738;0.0
