Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
0.0;0.0;1.0;1.0;12.0;16.0;1.0;1.0;1.0;1.3333333333333333;0.9230769230769232;1.2307692307692308;0.0;0.0;0.0;0.0;0.0;0.0
0.0;2.0;0.3448275862068966;1.0;20.0;45.0;0.4081632653061224;0.8181818181818182;1.0;2.25;0.9090909090909092;1.4545454545454546;1.0;0.0;1.0;0.0;0.0;0.0
2.0;6.0;0.3023255813953488;1.0;38.0;102.0;0.3064516129032258;0.796875;1.0;2.6842105263157894;0.9230769230769232;1.2307692307692308;0.0;0.0;1.0;0.0;0.0;0.0
7.0;10.0;0.6524390243902439;1.0;119.0;180.0;0.4204946996466431;0.627177700348432;1.0;1.512605042016807;0.9230769230769232;1.2307692307692308;0.0;0.0;1.0;0.0;0.0;1.0
8.0;15.0;0.4900398406374502;1.0;135.0;267.0;0.349740932642487;0.6846153846153846;1.0;1.9777777777777776;0.9230769230769232;1.2307692307692308;0.0;0.0;0.9790575916230366;0.0209424083769633;0.0;1.0
21.0;23.0;0.8140703517587939;1.0;336.0;414.0;0.4577656675749318;0.5609756097560976;1.0;1.2321428571428572;0.9230769230769232;1.2307692307692308;0.0;0.0;0.9437908496732026;0.0339869281045751;0.0222222222222222;1.0
26.0;25.0;0.8530066815144766;1.0;395.0;465.0;0.4680094786729857;0.5483490566037735;1.0;1.1772151898734178;0.9230769230769232;1.2307692307692308;0.0;0.0;0.9607390300230948;0.023094688221709;0.0161662817551963;1.0
26.0;26.0;0.8114406779661016;1.0;395.0;484.0;0.4555940023068051;0.558246828143022;1.0;1.2253164556962026;0.9230769230769232;0.9230769230769232;0.0;1.0;0.9617547806524184;0.0224971878515185;0.0157480314960629;1.0
31.0;29.0;0.833976833976834;1.0;444.0;534.0;0.4615384615384615;0.5527950310559007;1.0;1.2027027027027026;0.9230769230769232;1.2307692307692308;0.0;0.0;0.9481037924151696;0.0159680638722554;0.0359281437125748;0.0
32.0;29.0;0.8626692456479691;1.0;456.0;533.0;0.4686536485097636;0.5444330949948928;1.0;1.168859649122807;0.9090909090909092;1.4545454545454546;1.0;0.0;0.9525222551928784;0.0138476755687438;0.0336300692383778;0.0
36.0;33.0;0.8773109243697479;1.0;534.0;611.0;0.4729849424269264;0.5392762577228597;1.0;1.1441947565543071;0.9230769230769232;1.2307692307692308;0.0;0.0;0.9604471195184868;0.0085984522785898;0.0309544282029234;0.0
38.0;33.0;0.9242424242424242;1.0;561.0;610.0;0.4857142857142857;0.5263157894736842;1.0;1.0873440285204992;0.9230769230769232;1.2307692307692308;0.0;0.0;0.9645569620253164;0.0067510548523206;0.0286919831223628;0.0
39.0;34.0;0.8964968152866242;1.0;573.0;644.0;0.4771024146544546;0.5335542667771334;1.0;1.1239092495636998;0.9090909090909092;1.4545454545454546;1.0;0.0;0.9620355411954766;0.005654281098546;0.0323101777059773;0.0
44.0;37.0;0.9308270676691728;1.0;631.0;681.0;0.4868827160493827;0.5238461538461539;1.0;1.0792393026941365;0.9230769230769232;1.2307692307692308;0.0;0.0;0.9690566037735848;0.0037735849056603;0.0271698113207547;1.0
45.0;37.0;0.915574963609898;1.0;641.0;699.0;0.4826807228915662;0.526355421686747;1.0;1.0904836193447738;0.9230769230769232;0.9230769230769232;0.0;1.0;0.9719350073855244;0.0029542097488921;0.0251107828655834;0.0
46.0;37.0;0.957725947521866;1.0;667.0;698.0;0.4929785661492978;0.5151291512915129;1.0;1.0464767616191903;0.9090909090909092;1.0909090909090908;1.0;1.0;0.974600870827286;0.002177068214804;0.02322206095791;0.0
51.0;39.0;0.995850622406639;1.0;732.0;739.0;0.5030927835051546;0.5065113091158328;1.0;1.0095628415300546;0.9230769230769232;1.2307692307692308;0.0;0.0;0.9730276466621712;0.0;0.0269723533378287;1.0
